tienda_id,empleados,publicidad,ubicacion,ventas
27,3.0,4426.0,2,7146.0
35,4.0,4710.0,2,18250.0
1,4.0,4131.0,1,27660.0
47,13.0,2733.0,2,20163.0
3,19.0,4589.0,1,52123.0
1,10.0,7302.0,0,25343.0
26,7.0,5624.0,2,1239.0
14,24.0,3579.0,0,38778.0
39,16.0,2578.0,2,28137.0
27,1.0,4086.0,0,31485.0
9,12.0,8063.0,0,40782.0
15,2.0,6777.0,1,18648.0
15,7.0,3899.0,0,39767.0
26,11.0,4108.0,2,24770.0
42,29.0,3141.0,1,54666.0
13,13.0,1905.0,0,30234.0
32,2.0,5203.0,1,37013.0
49,15.0,8475.0,2,23918.0
32,25.0,6215.0,2,65535.0
4,11.0,3794.0,1,42499.0
30,2.0,2101.0,0,9964.0
37,7.0,7094.0,0,25113.0
23,4.0,5894.0,1,33570.0
39,11.0,4367.0,1,38059.0
45,29.0,4033.0,2,65224.0
43,29.0,3346.0,0,62813.0
29,16.0,5478.0,1,49215.0
13,13.0,9457.0,1,55995.0
32,5.0,3625.0,0,29539.0
7,17.0,6296.0,1,34201.0
22,21.0,2603.0,1,53389.0
2,28.0,6769.0,2,47953.0
42,19.0,7201.0,2,43801.0
45,7.0,6526.0,2,33193.0
6,6.0,4723.0,2,6696.0
28,8.0,3668.0,0,21201.0
28,13.0,2844.0,0,16056.0
44,5.0,8007.0,2,19950.0
20,9.0,5576.0,2,29395.0
30,11.0,7330.0,1,58101.0
11,24.0,6173.0,0,51573.0
28,6.0,4745.0,1,21269.0
25,29.0,6488.0,2,44881.0
39,26.0,3754.0,0,44380.0
33,7.0,1897.0,2,19094.0
1,25.0,7823.0,1,87258.0
27,7.0,3921.0,0,22916.0
3,11.0,3795.0,2,12920.0
6,11.0,5748.0,1,33807.0
8,7.0,4392.0,1,32791.0
27,2.0,2448.0,1,29013.0
9,19.0,5607.0,1,46400.0
37,4.0,98.0,2,18984.0
33,26.0,5465.0,1,73844.0
42,6.0,7686.0,2,17515.0
24,25.0,7412.0,1,44007.0
32,28.0,7194.0,2,48536.0
24,7.0,5951.0,1,57297.0
41,9.0,3803.0,2,20613.0
49,25.0,3470.0,1,50273.0
49,1.0,4858.0,0,32253.0
12,1.0,7405.0,2,18981.0
39,19.0,2368.0,1,65882.0
2,6.0,5020.0,0,17150.0
3,18.0,6468.0,2,40818.0
37,28.0,6462.0,2,34710.0
17,1.0,7263.0,0,12741.0
2,5.0,4951.0,0,23288.0
28,20.0,1082.0,1,51507.0
23,1.0,6156.0,0,11590.0
37,20.0,4744.0,2,32053.0
32,3.0,2459.0,2,19128.0
1,9.0,3585.0,2,27677.0
19,14.0,3712.0,1,48621.0
2,27.0,477.0,2,33577.0
26,23.0,4540.0,2,49017.0
32,14.0,4196.0,0,22618.0
6,29.0,6947.0,0,74791.0
32,4.0,3736.0,1,50169.0
4,5.0,3946.0,1,34924.0
11,26.0,4039.0,1,61217.0
17,21.0,4605.0,2,37993.0
38,17.0,5182.0,1,32586.0
5,29.0,6142.0,0,53826.0
6,2.0,3349.0,2,14597.0
22,23.0,5783.0,2,45439.0
48,5.0,7094.0,1,28739.0
16,4.0,5405.0,1,36350.0
33,4.0,3547.0,1,28917.0
9,6.0,2669.0,2,22099.0
6,20.0,6220.0,0,44198.0
16,21.0,2832.0,2,56545.0
29,13.0,7367.0,1,20976.0
3,22.0,6106.0,2,49140.0
20,5.0,5173.0,0,30203.0
36,23.0,2375.0,2,28732.0
19,25.0,6350.0,0,70829.0
26,26.0,8233.0,1,65809.0
3,23.0,4149.0,2,41572.0
19,7.0,3516.0,1,37025.0
32,1.0,5933.0,0,17568.0
7,14.0,3937.0,0,35156.0
33,4.0,8821.0,0,32745.0
40,17.0,5660.0,0,43393.0
39,21.0,4350.0,1,39503.0
18,14.0,5880.0,1,35518.0
40,16.0,7354.0,0,50729.0
11,16.0,5970.0,1,42789.0
28,24.0,6409.0,0,55526.0
25,20.0,3249.0,2,40758.0
50,29.0,5918.0,2,51053.0
23,28.0,2316.0,1,71288.0
31,8.0,3683.0,0,12266.0
30,24.0,7291.0,1,44508.0
42,3.0,6742.0,0,34919.0
48,15.0,5550.0,2,27156.0
2,28.0,4684.0,0,41533.0
1,10.0,2751.0,1,44338.0
48,18.0,2796.0,2,18940.0
12,22.0,4455.0,0,46789.0
5,14.0,1348.0,0,34417.0
37,17.0,3384.0,0,44696.0
32,27.0,1395.0,2,48889.0
9,13.0,5247.0,2,17814.0
41,1.0,5208.0,2,6554.0
35,5.0,4302.0,2,8901.0
19,26.0,6992.0,1,48863.0
16,27.0,4953.0,0,46895.0
24,15.0,8419.0,2,30884.0
11,19.0,6334.0,1,40432.0
49,17.0,4173.0,2,43726.0
8,3.0,5283.0,1,42175.0
36,16.0,6814.0,1,57281.0
38,14.0,6033.0,0,39317.0
20,28.0,3421.0,2,39258.0
35,12.0,6950.0,2,36835.0
48,29.0,4154.0,1,80531.0
25,11.0,5387.0,0,27415.0
35,17.0,3884.0,0,38243.0
25,8.0,4715.0,1,27693.0
18,21.0,6186.0,0,33873.0
46,25.0,5122.0,1,58705.0
2,20.0,4846.0,2,42128.0
35,11.0,7940.0,2,30358.0
41,25.0,7996.0,2,49376.0
36,2.0,4759.0,1,32938.0
33,10.0,1856.0,1,36397.0
4,10.0,4134.0,0,39661.0
21,6.0,2629.0,1,21076.0
20,24.0,4343.0,2,52342.0
8,12.0,7575.0,0,26924.0
7,11.0,2579.0,2,9268.0
17,23.0,5822.0,0,39175.0
33,27.0,6549.0,2,56728.0
48,26.0,4272.0,2,42528.0
22,13.0,5706.0,2,13426.0
22,5.0,1703.0,0,10579.0
46,6.0,4344.0,0,14836.0
38,6.0,5169.0,0,2371.0
38,18.0,5144.0,0,38368.0
45,22.0,5875.0,0,44055.0
8,9.0,8875.0,2,29215.0
27,24.0,3809.0,1,59551.0
27,25.0,5762.0,1,52564.0
34,29.0,7602.0,1,46994.0
21,15.0,1402.0,1,35914.0
33,8.0,1639.0,2,6226.0
28,19.0,9371.0,0,38648.0
5,6.0,1253.0,0,1452.0
48,29.0,3991.0,1,60897.0
19,6.0,4000.0,1,29415.0
4,22.0,8532.0,2,41373.0
35,3.0,6458.0,0,13070.0
49,10.0,1694.0,1,33908.0
17,1.0,5939.0,2,13406.0
44,28.0,1994.0,0,44875.0
30,4.0,5906.0,1,28894.0
29,26.0,6489.0,0,63985.0
46,12.0,5917.0,0,35368.0
6,6.0,8759.0,1,23404.0
35,11.0,5737.0,2,6540.0
41,12.0,5340.0,2,37921.0
37,10.0,2567.0,1,27929.0
24,18.0,6715.0,1,51400.0
29,7.0,1697.0,2,10830.0
49,7.0,9040.0,2,36156.0
31,4.0,10579.0,1,20660.0
35,20.0,5778.0,1,51984.0
33,1.0,6840.0,0,28218.0
21,13.0,4445.0,1,34355.0
32,18.0,4913.0,0,25313.0
23,9.0,2896.0,2,28118.0
33,26.0,2104.0,2,35893.0
3,24.0,5378.0,1,43302.0
18,24.0,4901.0,1,50468.0
25,9.0,2848.0,2,23000.0
42,23.0,3202.0,2,45930.0
31,29.0,5064.0,2,55990.0
40,10.0,5713.0,1,48038.0
46,28.0,2875.0,0,61136.0
24,2.0,5511.0,2,16734.0
50,6.0,2698.0,2,5111.0
32,15.0,2706.0,0,28153.0
47,3.0,275.0,1,27535.0
22,11.0,4679.0,0,35704.0
23,6.0,7908.0,1,24870.0
2,3.0,7794.0,1,47910.0
42,11.0,997.0,1,46469.0
2,15.0,6687.0,1,35117.0
26,13.0,5451.0,2,30614.0
17,20.0,4186.0,1,40386.0
40,28.0,7414.0,2,54142.0
33,10.0,6230.0,1,44308.0
9,6.0,8923.0,2,26017.0
43,15.0,2188.0,0,26573.0
48,25.0,2345.0,0,30885.0
39,18.0,2682.0,2,37070.0
42,7.0,8176.0,2,17749.0
26,15.0,3752.0,2,20980.0
35,18.0,3795.0,1,49198.0
50,18.0,5834.0,0,41320.0
24,9.0,526.0,0,3455.0
13,24.0,7079.0,0,38135.0
7,2.0,3689.0,0,20250.0
45,20.0,7836.0,2,33740.0
20,2.0,4567.0,1,50099.0
1,11.0,1936.0,1,34971.0
8,26.0,2052.0,2,52335.0
16,6.0,4331.0,0,29165.0
12,5.0,4197.0,2,18450.0
23,11.0,7482.0,0,37753.0
28,2.0,1474.0,2,13746.0
34,24.0,6633.0,2,34799.0
2,1.0,8812.0,0,18788.0
32,19.0,5309.0,2,42647.0
23,2.0,5465.0,2,6677.0
22,21.0,3440.0,1,44324.0
25,20.0,4515.0,0,38749.0
22,29.0,6005.0,2,63905.0
22,23.0,7263.0,1,69378.0
49,21.0,5892.0,2,48521.0
6,4.0,5196.0,1,30219.0
15,12.0,2756.0,1,41963.0
37,20.0,7468.0,2,31874.0
33,18.0,7014.0,0,47725.0
8,1.0,1710.0,0,21550.0
44,24.0,4653.0,1,58791.0
5,14.0,3496.0,0,55390.0
39,4.0,2179.0,0,16866.0
4,5.0,3452.0,1,44709.0
6,11.0,3093.0,2,27447.0
45,24.0,2227.0,0,53395.0
30,23.0,5565.0,0,32862.0
47,13.0,4071.0,1,49980.0
16,13.0,6042.0,1,31062.0
13,24.0,3527.0,0,45253.0
50,22.0,2700.0,0,38993.0
42,26.0,4753.0,1,57614.0
30,2.0,5670.0,1,29820.0
19,16.0,1000.0,2,36862.0
17,6.0,7708.0,1,38027.0
28,1.0,4154.0,2,10958.0
26,17.0,7362.0,1,49641.0
26,19.0,7192.0,1,54722.0
9,11.0,2080.0,0,27011.0
12,29.0,6804.0,2,44739.0
1,5.0,7650.0,2,6663.0
1,17.0,4248.0,1,39360.0
47,26.0,4407.0,2,36088.0
32,7.0,6562.0,2,11972.0
48,10.0,-69.0,2,19560.0
1,3.0,5792.0,2,18378.0
5,27.0,2333.0,0,55588.0
22,10.0,1472.0,1,29903.0
29,14.0,7182.0,1,37572.0
3,12.0,6325.0,1,43646.0
12,15.0,6396.0,2,27247.0
26,10.0,5582.0,2,26309.0
37,26.0,4416.0,2,32795.0
22,19.0,5740.0,0,30298.0
14,24.0,4314.0,2,28295.0
28,29.0,11086.0,0,81865.0
5,26.0,5077.0,1,82583.0
47,10.0,1056.0,1,44699.0
49,2.0,4182.0,1,22651.0
30,17.0,2884.0,0,32971.0
46,24.0,5318.0,0,53219.0
5,7.0,3221.0,1,39043.0
12,7.0,4576.0,2,22123.0
16,20.0,3520.0,1,39711.0
26,27.0,5394.0,2,47916.0
26,9.0,3745.0,2,26828.0
48,22.0,5713.0,0,23955.0
39,14.0,2691.0,2,33411.0
36,17.0,6447.0,2,32536.0
33,1.0,94.0,2,3463.0
30,9.0,4534.0,0,38211.0
37,20.0,5457.0,1,53827.0
23,21.0,3503.0,2,34567.0
10,19.0,1425.0,0,36554.0
5,4.0,4923.0,1,27181.0
36,28.0,8064.0,0,50105.0
34,8.0,4707.0,1,33540.0
31,13.0,6117.0,0,22994.0
10,4.0,7253.0,1,28469.0
19,9.0,9942.0,2,21292.0
32,9.0,2895.0,0,28129.0
1,22.0,3101.0,1,70626.0
5,18.0,4415.0,1,53127.0
45,12.0,6230.0,1,44015.0
4,10.0,358.0,2,22624.0
16,11.0,6307.0,0,22917.0
24,7.0,5296.0,1,41756.0
16,9.0,3932.0,2,25709.0
49,19.0,6779.0,2,42472.0
28,16.0,7056.0,2,37921.0
27,7.0,5652.0,2,29964.0
20,16.0,5576.0,2,25879.0
24,5.0,7462.0,0,36581.0
35,19.0,6785.0,1,55605.0
33,5.0,8917.0,1,25004.0
33,7.0,3828.0,1,43853.0
43,19.0,8251.0,2,21965.0
37,22.0,9942.0,1,77205.0
12,5.0,3955.0,0,43232.0
33,26.0,6313.0,0,48273.0
40,22.0,1276.0,2,48771.0
43,29.0,4452.0,1,37706.0
44,29.0,4277.0,1,70755.0
29,1.0,4257.0,0,23843.0
12,15.0,6554.0,0,44476.0
31,20.0,6076.0,1,70906.0
46,28.0,8406.0,1,66610.0
2,18.0,6559.0,0,59430.0
50,11.0,2804.0,1,37199.0
35,25.0,4659.0,1,72493.0
17,24.0,5510.0,0,70791.0
26,24.0,7186.0,0,58227.0
8,4.0,5371.0,2,14335.0
29,5.0,5376.0,2,4804.0
10,13.0,6621.0,2,21604.0
26,25.0,3862.0,0,54999.0
34,13.0,2085.0,0,37757.0
41,18.0,6289.0,0,52434.0
7,29.0,5750.0,1,73477.0
4,27.0,7646.0,1,67417.0
50,24.0,144.0,0,59360.0
45,2.0,4799.0,0,31243.0
11,16.0,5213.0,1,37643.0
36,26.0,4826.0,2,60151.0
25,19.0,7373.0,1,45867.0
36,28.0,6964.0,0,69615.0
10,3.0,4351.0,0,20043.0
37,25.0,7523.0,0,48964.0
24,29.0,4031.0,1,78587.0
35,10.0,3836.0,2,2753.0
49,1.0,4662.0,1,26491.0
35,10.0,2898.0,1,37892.0
48,21.0,4378.0,0,59966.0
36,9.0,5973.0,1,46563.0
18,28.0,7077.0,2,60853.0
49,15.0,4242.0,0,31455.0
39,15.0,7776.0,2,40416.0
32,3.0,6300.0,2,9688.0
23,5.0,3161.0,1,35767.0
32,9.0,8615.0,2,26245.0
37,26.0,6106.0,1,67047.0
23,7.0,2963.0,0,13802.0
25,24.0,6976.0,1,50336.0
41,12.0,5579.0,2,34005.0
30,25.0,4100.0,2,56485.0
20,6.0,3712.0,1,48268.0
48,23.0,4932.0,1,51536.0
25,2.0,2113.0,1,44814.0
22,9.0,8401.0,1,41457.0
13,28.0,7136.0,0,75595.0
36,1.0,4730.0,1,9255.0
12,19.0,5077.0,0,52984.0
19,6.0,2710.0,2,36334.0
12,5.0,5790.0,2,12292.0
9,2.0,8478.0,0,33153.0
7,9.0,5109.0,1,38386.0
28,29.0,4416.0,0,56094.0
14,26.0,4206.0,1,59470.0
31,14.0,2806.0,0,24793.0
19,4.0,3656.0,2,17667.0
47,4.0,7272.0,0,23931.0
16,21.0,858.0,2,21459.0
5,15.0,5140.0,2,6499.0
35,8.0,5055.0,1,32914.0
12,26.0,5236.0,0,64808.0
25,4.0,6454.0,0,23383.0
21,16.0,5122.0,0,25070.0
36,21.0,4092.0,0,27035.0
23,28.0,3686.0,1,76496.0
39,16.0,7082.0,1,57259.0
42,12.0,4438.0,2,42897.0
39,16.0,3723.0,2,25686.0
31,8.0,5858.0,2,35685.0
5,6.0,6272.0,0,10646.0
35,10.0,6694.0,2,26685.0
11,10.0,7451.0,1,29270.0
18,10.0,477.0,0,29203.0
47,7.0,5464.0,2,41608.0
12,18.0,3153.0,2,32480.0
9,1.0,7110.0,1,26239.0
10,7.0,435.0,2,30013.0
44,21.0,7938.0,0,60445.0
13,29.0,8558.0,2,66045.0
40,20.0,7726.0,1,51078.0
42,10.0,3978.0,1,36179.0
9,23.0,7084.0,0,40923.0
2,28.0,6428.0,2,48510.0
5,14.0,7911.0,2,36984.0
29,16.0,4117.0,0,39762.0
37,1.0,4270.0,1,16595.0
38,2.0,5602.0,1,13191.0
19,7.0,3212.0,1,29330.0
48,10.0,3192.0,2,14877.0
45,22.0,3733.0,2,42277.0
1,20.0,8534.0,0,38112.0
22,1.0,5429.0,0,28706.0
17,13.0,8887.0,2,21151.0
7,1.0,4561.0,0,9100.0
25,5.0,10039.0,0,34028.0
45,16.0,6231.0,0,45889.0
4,15.0,3495.0,1,50462.0
36,17.0,3464.0,0,31890.0
6,28.0,2085.0,2,54509.0
31,23.0,2304.0,1,64263.0
19,16.0,3680.0,0,41360.0
44,13.0,3016.0,2,26589.0
39,11.0,-155.0,0,32146.0
27,17.0,6683.0,2,35088.0
10,17.0,6550.0,2,39779.0
19,13.0,2730.0,0,16577.0
3,11.0,4643.0,0,51019.0
45,28.0,3333.0,2,30292.0
13,10.0,5465.0,1,54894.0
50,3.0,5350.0,2,20035.0
28,29.0,-5.0,2,48838.0
20,27.0,4938.0,0,37646.0
28,17.0,5241.0,2,34681.0
8,15.0,4242.0,0,28430.0
41,9.0,2357.0,2,32275.0
39,10.0,2416.0,1,30265.0
3,21.0,6523.0,1,59180.0
13,13.0,4103.0,0,26337.0
28,27.0,5764.0,1,74697.0
49,18.0,4084.0,0,37308.0
25,5.0,3293.0,1,11326.0
33,6.0,5428.0,1,34850.0
38,17.0,2701.0,0,45734.0
6,11.0,8787.0,0,47909.0
44,20.0,2124.0,2,42225.0
45,16.0,5567.0,2,44984.0
32,9.0,5300.0,0,32647.0
45,2.0,5122.0,0,7503.0
47,5.0,7966.0,1,26060.0
16,4.0,5823.0,2,13489.0
21,4.0,4453.0,2,21090.0
11,22.0,6167.0,2,27155.0
37,26.0,5109.0,1,76026.0
36,25.0,4849.0,1,60351.0
19,9.0,3653.0,2,5593.0
20,22.0,11263.0,0,68620.0
18,23.0,6186.0,2,56269.0
41,10.0,4296.0,2,32726.0
14,11.0,6552.0,2,20697.0
15,10.0,1192.0,2,14421.0
31,22.0,3698.0,1,53636.0
1,6.0,4290.0,2,13446.0
3,18.0,6889.0,1,53125.0
23,2.0,4054.0,1,49026.0
11,10.0,5737.0,0,17563.0
10,12.0,7140.0,1,45808.0
16,21.0,8472.0,0,43775.0
8,8.0,4444.0,0,30996.0
38,16.0,7450.0,0,26163.0
24,13.0,3605.0,0,35290.0
28,15.0,10203.0,2,42962.0
28,12.0,5468.0,0,25422.0
36,8.0,6531.0,1,22538.0
26,10.0,2835.0,1,51830.0
8,14.0,2906.0,0,22227.0
50,5.0,7228.0,2,16393.0
28,18.0,5009.0,2,34562.0
28,19.0,4688.0,1,56982.0
41,6.0,5304.0,2,26839.0
36,27.0,4491.0,0,66542.0
27,11.0,935.0,0,20647.0
17,21.0,7831.0,1,57398.0
9,11.0,4778.0,0,36587.0
13,21.0,1467.0,2,44686.0
28,18.0,4449.0,0,55686.0
48,25.0,6955.0,1,78159.0
29,18.0,2560.0,2,39800.0
13,10.0,2483.0,0,34646.0
46,2.0,5743.0,2,8702.0
35,26.0,4374.0,1,53326.0
6,9.0,6088.0,0,27683.0
18,14.0,4410.0,1,67172.0
5,19.0,5770.0,1,47806.0
47,10.0,7732.0,0,35529.0
25,23.0,2564.0,1,60328.0
2,4.0,7369.0,2,13152.0
10,29.0,1591.0,1,79609.0
30,29.0,6218.0,0,74362.0
45,14.0,3951.0,2,21176.0
33,26.0,4025.0,1,63105.0
1,15.0,6170.0,1,40571.0
32,7.0,5324.0,2,21427.0
47,17.0,5790.0,2,30462.0
49,19.0,7689.0,0,34854.0
11,29.0,6850.0,1,70215.0
21,19.0,4677.0,0,31178.0
26,17.0,5536.0,0,35265.0
25,6.0,2107.0,2,19303.0
22,29.0,8288.0,1,68779.0
27,11.0,6382.0,2,24031.0
49,16.0,1278.0,2,48110.0
13,25.0,5491.0,1,75919.0
33,8.0,5644.0,1,37339.0
41,7.0,5193.0,0,32761.0
35,26.0,3251.0,1,86862.0
1,24.0,2190.0,0,61401.0
21,22.0,3773.0,2,28017.0
48,25.0,5343.0,1,59797.0
6,19.0,6856.0,0,36654.0
28,26.0,5139.0,0,43850.0
17,10.0,6876.0,0,41851.0
5,9.0,6297.0,0,39677.0
31,4.0,2929.0,2,31097.0
5,23.0,6282.0,1,66309.0
3,13.0,8483.0,1,48165.0
23,25.0,5821.0,1,53100.0
37,2.0,2530.0,1,38724.0
37,2.0,3891.0,1,18700.0
10,9.0,6020.0,1,35279.0
19,28.0,8307.0,0,27935.0
21,3.0,8392.0,0,11736.0
14,9.0,5994.0,2,30190.0
9,13.0,2846.0,1,37291.0
1,22.0,2911.0,2,29223.0
45,2.0,5880.0,0,31588.0
13,8.0,5126.0,0,42213.0
4,27.0,5658.0,2,60025.0
1,9.0,3162.0,2,23680.0
49,16.0,3453.0,1,48119.0
32,6.0,3994.0,2,15938.0
34,22.0,5298.0,0,60414.0
28,8.0,5905.0,1,27097.0
31,26.0,4555.0,1,72459.0
8,28.0,7310.0,2,65698.0
39,5.0,4628.0,1,20221.0
26,9.0,4568.0,2,13764.0
34,1.0,3736.0,0,14044.0
50,10.0,3585.0,2,16692.0
12,23.0,7508.0,2,46428.0
44,3.0,10364.0,0,30441.0
5,10.0,3679.0,0,36063.0
30,15.0,7550.0,1,63749.0
30,11.0,6020.0,1,47053.0
17,14.0,3972.0,0,30476.0
48,6.0,6047.0,0,13694.0
47,12.0,5949.0,2,19627.0
23,13.0,4336.0,0,32080.0
15,17.0,5856.0,0,31716.0
37,16.0,7326.0,1,42176.0
21,3.0,6022.0,1,28939.0
39,9.0,7224.0,0,31944.0
38,3.0,3492.0,0,25942.0
34,29.0,5784.0,2,54676.0
38,18.0,1875.0,1,48809.0
50,20.0,6189.0,1,61321.0
34,15.0,6503.0,0,39605.0
18,14.0,9055.0,1,38522.0
30,2.0,6850.0,2,5484.0
15,17.0,4197.0,0,55623.0
34,26.0,6028.0,0,61183.0
38,8.0,4345.0,0,15391.0
33,10.0,5668.0,1,58524.0
24,26.0,3559.0,2,42544.0
15,18.0,4653.0,1,54971.0
30,25.0,1600.0,1,58575.0
17,19.0,2625.0,1,46197.0
5,8.0,6745.0,1,50374.0
29,28.0,3345.0,1,62831.0
4,8.0,7755.0,2,29330.0
17,3.0,9191.0,2,15748.0
10,12.0,1102.0,1,23834.0
17,22.0,5848.0,2,34404.0
24,4.0,2577.0,2,16135.0
5,17.0,3898.0,1,40468.0
34,14.0,4477.0,0,35018.0
6,19.0,5499.0,1,54995.0
2,9.0,3127.0,1,41829.0
13,21.0,5850.0,0,64382.0
43,5.0,6558.0,1,44853.0
48,11.0,3275.0,2,26291.0
11,20.0,4181.0,0,33042.0
47,3.0,7884.0,2,17456.0
16,15.0,2215.0,0,51728.0
31,14.0,3738.0,2,18778.0
11,11.0,1448.0,0,19172.0
16,20.0,8345.0,0,33746.0
8,8.0,4434.0,0,27877.0
4,4.0,4453.0,0,22385.0
40,27.0,6485.0,2,60562.0
25,8.0,4568.0,0,34589.0
3,6.0,3496.0,0,7927.0
32,15.0,1489.0,0,51218.0
3,12.0,5101.0,0,45053.0
29,16.0,5158.0,2,25254.0
19,20.0,3491.0,1,45440.0
5,28.0,5733.0,1,65618.0
18,4.0,4364.0,0,15051.0
28,11.0,4289.0,1,32077.0
42,13.0,6337.0,0,25732.0
21,9.0,7159.0,0,17326.0
6,4.0,5471.0,0,25803.0
1,12.0,4267.0,2,37675.0
5,9.0,1896.0,0,29032.0
41,13.0,6326.0,1,58388.0
12,16.0,5565.0,2,25046.0
26,26.0,5662.0,1,56042.0
46,6.0,5725.0,0,28002.0
34,10.0,3941.0,2,28875.0
49,13.0,4697.0,0,33410.0
14,7.0,4082.0,0,23517.0
26,28.0,7500.0,1,57338.0
27,19.0,3761.0,1,57084.0
9,24.0,7637.0,2,56927.0
26,19.0,7419.0,1,50073.0
47,17.0,5472.0,0,34356.0
47,13.0,4240.0,1,39140.0
30,26.0,4912.0,1,72991.0
43,28.0,3250.0,1,55252.0
48,21.0,5966.0,0,52727.0
17,2.0,8305.0,1,24666.0
26,10.0,6125.0,0,9959.0
36,22.0,2793.0,2,36801.0
1,13.0,5910.0,1,60622.0
8,26.0,5389.0,0,46457.0
49,9.0,5892.0,1,35841.0
35,1.0,3360.0,1,24268.0
15,14.0,5006.0,2,31978.0
14,20.0,4101.0,0,43387.0
26,15.0,4424.0,0,43625.0
28,1.0,6996.0,2,4955.0
23,17.0,7294.0,0,42066.0
14,24.0,1169.0,2,51756.0
24,13.0,6995.0,2,24898.0
2,27.0,7357.0,1,64653.0
45,15.0,7229.0,1,36767.0
26,16.0,3940.0,0,46621.0
14,16.0,4540.0,2,34217.0
7,2.0,1865.0,2,5237.0
3,17.0,810.0,2,28064.0
47,11.0,4276.0,1,39830.0
23,8.0,5152.0,2,24463.0
46,20.0,5353.0,0,37755.0
43,3.0,6642.0,0,14072.0
47,29.0,11122.0,1,69764.0
45,12.0,4208.0,0,32876.0
18,20.0,2888.0,2,53369.0
38,16.0,6092.0,2,25846.0
35,14.0,5444.0,0,18825.0
